,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
AC005487.1,1.25585190186182e-38,1.36114642965557,0.054,0.06,2.51170380372365e-35,0,AC005487.1
AC109460.3,1.51364355165657e-38,0.327556496562455,0.92,0.896,3.02728710331314e-35,0,AC109460.3
CEP135,3.67498294610969e-38,0.485981903367416,0.775,0.702,7.34996589221939e-35,0,CEP135
AC008691.1,4.99545750880703e-38,0.672505438404002,0.09,0.228,9.99091501761406e-35,0,AC008691.1
CTNNAL1,8.49486881370878e-38,0.38155735825564,0.841,0.746,1.69897376274176e-34,0,CTNNAL1
TRBC2,1.96618783918534e-37,0.371614560883748,0.879,0.749,3.93237567837068e-34,0,TRBC2
DEK,2.1935287378663e-37,0.241676076439046,0.997,0.959,4.38705747573261e-34,0,DEK
HES4,9.70442701290588e-37,0.55064107502286,0.799,0.747,1.94088540258118e-33,0,HES4
KIF20A,1.13639401675329e-36,0.306981157340848,0.712,0.625,2.27278803350658e-33,0,KIF20A
KHDC1L,3.13459030693287e-36,0.626283302858365,0.13,0.19,6.26918061386574e-33,0,KHDC1L
TMX4,7.5785494403391e-36,0.365290255362189,0.906,0.838,1.51570988806782e-32,0,TMX4
NEK2,1.03364103138268e-35,0.467082938389689,0.71,0.648,2.06728206276536e-32,0,NEK2
BRCA1,1.10099332517894e-35,0.36128188004036,0.868,0.777,2.20198665035787e-32,0,BRCA1
AC079944.2,2.73609205666386e-35,0.797801819192793,0.081,0.055,5.47218411332772e-32,0,AC079944.2
MB,2.93959900876268e-35,1.67133447593608,0.078,0.219,5.87919801752537e-32,0,MB
CDC25C,3.24785311737765e-35,0.786787712184474,0.715,0.632,6.4957062347553e-32,0,CDC25C
TAS2R10,8.58839912913912e-35,0.64736523314971,0.149,0.206,1.71767982582782e-31,0,TAS2R10
MT2A,1.19641650561873e-34,0.372329702151161,0.883,0.782,2.39283301123745e-31,0,MT2A
JPT1,1.87816742573085e-34,0.223316224515104,0.962,0.927,3.7563348514617e-31,0,JPT1
SUCLG2-AS1,3.62345947442775e-34,0.589453816614274,0.098,0.177,7.24691894885549e-31,0,SUCLG2-AS1
NIPAL2,5.94477801730343e-34,0.960313374998558,0.073,0.131,1.18895560346069e-30,0,NIPAL2
AL023803.3,7.8402642302372e-34,1.00635976847031,0.445,0.27,1.56805284604744e-30,0,AL023803.3
FDFT1,1.4088579526906e-33,0.253500876919184,0.99,0.965,2.81771590538119e-30,0,FDFT1
AL671277.2,4.07632776773685e-33,1.07051264627137,0.184,0.289,8.15265553547369e-30,0,AL671277.2
CCDC150,4.41057528437326e-33,0.843329670394488,0.66,0.579,8.82115056874652e-30,0,CCDC150
PLA2G4A,4.5793343400606e-33,1.40429546480045,0.06,0.091,9.15866868012121e-30,0,PLA2G4A
EDNRB-AS1,7.35475051048653e-33,1.86452975043119,0.091,0.195,1.47095010209731e-29,0,EDNRB-AS1
CD3G,8.48036621832756e-33,0.220604903571424,0.984,0.956,1.69607324366551e-29,0,CD3G
GATA3-AS1,2.06681000471116e-32,0.401663548973398,0.145,0.229,4.13362000942231e-29,0,GATA3-AS1
KLHL41,2.83860104528258e-32,0.675512725270235,0.21,0.445,5.67720209056516e-29,0,KLHL41
RFC4,4.26767053175404e-32,0.203028196751791,0.906,0.825,8.53534106350809e-29,0,RFC4
DNAJC9,1.21658861587764e-31,0.235312346055447,0.957,0.918,2.43317723175529e-28,0,DNAJC9
AL354760.1,2.1922690517381e-31,1.44251328241011,0.132,0.156,4.38453810347621e-28,0,AL354760.1
ARHGEF39,1.55729434776673e-30,0.531381833102583,0.699,0.631,3.11458869553346e-27,0,ARHGEF39
HIST1H1D,2.89441608096134e-30,1.21644471535098,0.554,0.512,5.78883216192267e-27,0,HIST1H1D
FEN1,3.31248794516323e-30,0.240016007043305,0.942,0.854,6.62497589032647e-27,0,FEN1
STPG1,3.67050371433541e-30,0.826110729364671,0.493,0.37,7.34100742867082e-27,0,STPG1
BEX3,4.39919151634141e-30,0.271879675524708,0.948,0.896,8.79838303268282e-27,0,BEX3
AL359643.2,4.46536715034532e-30,0.514138001947249,0.217,0.385,8.93073430069063e-27,0,AL359643.2
MIS18BP1,4.72681889659707e-30,0.416518629667277,0.763,0.696,9.45363779319413e-27,0,MIS18BP1
AL135818.2,5.06192998236127e-30,0.283937351858276,0.08,0.061,1.01238599647225e-26,0,AL135818.2
KCTD16,1.64517092361157e-29,0.207377583946855,0.201,0.358,3.29034184722314e-26,0,KCTD16
CRIP1,2.2441455124019e-29,0.394326474871958,0.828,0.662,4.48829102480381e-26,0,CRIP1
ACAT2,3.12966238731009e-29,0.272663850825804,0.972,0.932,6.25932477462017e-26,0,ACAT2
EBP,3.78064459013648e-29,0.293840803866067,0.91,0.849,7.56128918027296e-26,0,EBP
PALLD,5.81599568568569e-29,0.571292098102012,0.727,0.66,1.16319913713714e-25,0,PALLD
AL352979.4,5.95818944813391e-29,0.597216986816381,0.144,0.221,1.19163788962678e-25,0,AL352979.4
DTX1,1.9724471222191e-28,0.466823890973682,0.763,0.695,3.94489424443821e-25,0,DTX1
NOG,2.28925440655764e-28,3.40463366407431,0.121,0.149,4.57850881311529e-25,0,NOG
AL928654.3,3.30078124560402e-28,0.386741925755317,0.82,0.653,6.60156249120803e-25,0,AL928654.3
G2E3,4.74567379099961e-28,0.37188276905305,0.776,0.705,9.49134758199922e-25,0,G2E3
HDAC9,7.60778713465598e-28,0.557850188064718,0.703,0.632,1.5215574269312e-24,0,HDAC9
MYB,1.51449852684367e-27,0.182019788721808,0.981,0.963,3.02899705368733e-24,0,MYB
ZC2HC1C,3.29105553318303e-27,0.703031785921903,0.071,0.052,6.58211106636606e-24,0,ZC2HC1C
ATAD5,4.82873708554936e-27,0.378359442315691,0.826,0.746,9.65747417109871e-24,0,ATAD5
AL137230.1,6.35566138131435e-27,2.5787600255356,0.081,0.073,1.27113227626287e-23,0,AL137230.1
AC002558.2,7.57526245932253e-27,0.497220924123738,0.132,0.269,1.51505249186451e-23,0,AC002558.2
BRCA2,1.20145016473213e-26,0.35037141201398,0.822,0.753,2.40290032946426e-23,0,BRCA2
HELLS,2.53480493881977e-26,0.225990246841978,0.874,0.783,5.06960987763954e-23,0,HELLS
PALM2-AKAP2,4.28198886408975e-26,0.172641024096717,0.988,0.969,8.5639777281795e-23,0,PALM2-AKAP2
STT3B,5.09773213422545e-26,0.212195775965823,0.979,0.965,1.01954642684509e-22,0,STT3B
NOSTRIN,7.66104466442028e-26,0.42411947706681,0.185,0.35,1.53220893288406e-22,0,NOSTRIN
AC093510.2,1.20253713625015e-25,0.609572670429914,0.1,0.288,2.40507427250031e-22,0,AC093510.2
SYNE2,1.80937275949577e-25,0.360749972389378,0.774,0.724,3.61874551899154e-22,0,SYNE2
SGO2,3.08799817863401e-25,0.198997019713418,0.875,0.814,6.17599635726802e-22,0,SGO2
LZTFL1,6.5229476104262e-25,0.291922736849499,0.841,0.776,1.30458952208524e-21,0,LZTFL1
AL513217.1,1.89058950474789e-24,0.236450734600229,0.155,0.294,3.78117900949577e-21,0,AL513217.1
SERPINB8,2.99606440705845e-24,0.406807334047211,0.821,0.766,5.99212881411691e-21,0,SERPINB8
AC092661.1,3.6907408414377e-24,1.89029097302472,0.378,0.211,7.38148168287539e-21,0,AC092661.1
AC004854.2,5.85385524385243e-24,1.99183349404163,0.075,0.104,1.17077104877049e-20,0,AC004854.2
AC090527.3,1.06504365294978e-23,1.29632246473285,0.437,0.266,2.13008730589956e-20,0,AC090527.3
VAV3,1.33659949012239e-23,0.262166809169385,0.917,0.861,2.67319898024478e-20,0,VAV3
ITGB1,2.21587531238874e-23,0.264484260092223,0.827,0.8,4.43175062477748e-20,0,ITGB1
PRDX1,7.69053955590759e-23,0.142894378158878,0.997,0.993,1.53810791118152e-19,0,PRDX1
PSRC1,6.4095624402704e-22,0.246426080561969,0.712,0.642,1.28191248805408e-18,0,PSRC1
RPS6KA5,6.48413282111303e-22,0.501665637179037,0.651,0.586,1.29682656422261e-18,0,RPS6KA5
CFL1P5,7.39973566558565e-22,2.8601774979518,0.152,0.209,1.47994713311713e-18,0,CFL1P5
CHAF1A,9.54863390964508e-22,0.237630840542305,0.879,0.791,1.90972678192902e-18,0,CHAF1A
DSN1,1.07755240931044e-21,0.269224385059432,0.855,0.774,2.15510481862088e-18,0,DSN1
MTHFD2,1.48497189889762e-21,0.221243369631344,0.974,0.921,2.96994379779523e-18,0,MTHFD2
CCND3,2.4692976257336e-21,0.225903085209813,0.896,0.855,4.9385952514672e-18,0,CCND3
SUCNR1,2.56976495565663e-21,0.161830243249648,0.243,0.336,5.13952991131326e-18,0,SUCNR1
DNAJC15,2.64185620069639e-21,0.270050691851057,0.754,0.735,5.28371240139278e-18,0,DNAJC15
LCK,4.05843065215828e-21,0.115553742288439,0.988,0.97,8.11686130431655e-18,0,LCK
FDPS,4.43647264427291e-21,0.189026594858865,0.993,0.973,8.87294528854583e-18,0,FDPS
MCM7,1.47237631487055e-20,0.106422207077272,0.982,0.948,2.9447526297411e-17,0,MCM7
NEK1,1.50118947865029e-20,0.376287293484149,0.745,0.674,3.00237895730058e-17,0,NEK1
CDT1,1.55631102244323e-20,0.188017589645125,0.877,0.823,3.11262204488647e-17,0,CDT1
TSTD1,1.62692481063228e-20,0.191295589974784,0.881,0.842,3.25384962126457e-17,0,TSTD1
AC012485.3,1.63476685199694e-20,0.504320857615228,0.208,0.299,3.26953370399387e-17,0,AC012485.3
GBP5,2.38400840961818e-20,0.703418625448959,0.6,0.457,4.76801681923635e-17,0,GBP5
TROAP,2.629082796825e-20,0.194405016627158,0.727,0.685,5.25816559365e-17,0,TROAP
AL157838.1,2.90175497157648e-20,0.816874861278935,0.212,0.328,5.80350994315296e-17,0,AL157838.1
AC087491.1,3.09544216825415e-20,0.822216957144311,0.092,0.128,6.19088433650829e-17,0,AC087491.1
TNFSF8,3.69786863621024e-20,1.12690602386848,0.069,0.057,7.39573727242048e-17,0,TNFSF8
TUBA1A,3.83917484770718e-20,0.185671085498155,0.961,0.905,7.67834969541437e-17,0,TUBA1A
RBCK1,4.38401926853442e-20,0.236891149374703,0.874,0.817,8.76803853706883e-17,0,RBCK1
AC114402.1,1.00141847366557e-19,2.6015018161024,0.062,0.065,2.00283694733114e-16,0,AC114402.1
TG,1.04004043844084e-19,0.276161911113899,0.198,0.203,2.08008087688169e-16,0,TG
CD82,1.13694369355288e-19,0.273891124658878,0.938,0.876,2.27388738710575e-16,0,CD82
TAF7L,1.38506306304334e-19,0.957547415794467,0.155,0.237,2.77012612608667e-16,0,TAF7L
PRR20G,1.424002727045e-19,0.231476130806312,0.172,0.304,2.84800545409e-16,0,PRR20G
RFC3,2.49683080456527e-19,0.226395683236627,0.838,0.783,4.99366160913054e-16,0,RFC3
RPL39L,2.77276762333986e-19,0.208462031247513,0.875,0.83,5.54553524667972e-16,0,RPL39L
IL2RA,3.14310585068251e-19,0.537304683876172,0.367,0.138,6.28621170136501e-16,0,IL2RA
TRAT1,3.25354983890399e-19,0.458927054492362,0.681,0.65,6.50709967780798e-16,0,TRAT1
BRD2,4.18129782938778e-19,0.139810521486114,0.937,0.907,8.36259565877556e-16,0,BRD2
CIT,4.5909806016911e-19,0.364099067006901,0.718,0.662,9.18196120338221e-16,0,CIT
DIRC3,6.34360200346186e-19,0.197959372552388,0.116,0.179,1.26872040069237e-15,0,DIRC3
ACTG1,7.30659094717895e-19,0.130087331598907,1,0.999,1.46131818943579e-15,0,ACTG1
STAT1,7.36599651933912e-19,0.324359195842331,0.723,0.632,1.47319930386782e-15,0,STAT1
PRKCQ-AS1,7.80451896122188e-19,0.288464407975767,0.831,0.779,1.56090379224438e-15,0,PRKCQ-AS1
FAM217B,8.38035536772133e-19,0.302263392272047,0.864,0.813,1.67607107354427e-15,0,FAM217B
F5,9.52225516073215e-19,0.120593634943752,0.227,0.308,1.90445103214643e-15,0,F5
UBALD2,1.04748204313362e-18,0.245076020405012,0.843,0.722,2.09496408626724e-15,0,UBALD2
ADA,1.31032886353682e-18,0.13277401147813,0.991,0.98,2.62065772707363e-15,0,ADA
BEX1,1.83028608118624e-18,0.217767349468049,0.852,0.823,3.66057216237248e-15,0,BEX1
GNAQ,1.85011485435309e-18,0.129969276812582,0.963,0.924,3.70022970870618e-15,0,GNAQ
CMTM2,2.25985706747163e-18,0.186332529064527,0.225,0.394,4.51971413494326e-15,0,CMTM2
CNTRL,2.31004195480831e-18,0.289326078482051,0.755,0.726,4.62008390961663e-15,0,CNTRL
GMEB1,2.7343195910923e-18,0.787372026219495,0.566,0.551,5.46863918218459e-15,0,GMEB1
FAM72D,2.89243719014825e-18,0.992611785373907,0.509,0.475,5.7848743802965e-15,0,FAM72D
PLEKHA5,3.34374545848984e-18,0.559660191828221,0.657,0.588,6.68749091697968e-15,0,PLEKHA5
SLC32A1,6.11483692204379e-18,0.731690200580648,0.208,0.333,1.22296738440876e-14,0,SLC32A1
TENT5C,7.03651257502826e-18,0.212355607372445,0.879,0.834,1.40730251500565e-14,0,TENT5C
FAM241B,7.83722034786454e-18,0.328301563372231,0.787,0.739,1.56744406957291e-14,0,FAM241B
EXO1,8.91189020086737e-18,0.200351296385936,0.697,0.645,1.78237804017347e-14,0,EXO1
ITM2B,1.15688379246429e-17,0.160359455002742,0.961,0.93,2.31376758492857e-14,0,ITM2B
POU2F1,1.84862650155752e-17,0.387231740111149,0.691,0.655,3.69725300311505e-14,0,POU2F1
CENPC,2.62732224422891e-17,0.332683201108898,0.728,0.674,5.25464448845782e-14,0,CENPC
AC008132.1,2.83417331267188e-17,1.3688530630541,0.182,0.293,5.66834662534375e-14,0,AC008132.1
VANGL1,3.33974161229889e-17,0.210676031971048,0.859,0.815,6.67948322459779e-14,0,VANGL1
TMEM31,4.17873517765472e-17,0.553912814516925,0.233,0.32,8.35747035530945e-14,0,TMEM31
NTRK1,5.73037814187126e-17,1.20158571738737,0.174,0.139,1.14607562837425e-13,0,NTRK1
CLSPN,6.22340039856346e-17,0.181895911659195,0.857,0.761,1.24468007971269e-13,0,CLSPN
TTF1,8.07347604881231e-17,0.177555085075507,0.886,0.84,1.61469520976246e-13,0,TTF1
AC012435.2,1.22498319783947e-16,1.26203257811284,0.394,0.195,2.44996639567894e-13,0,AC012435.2
PDGFC,1.53444241604017e-16,0.336710384929379,0.733,0.691,3.06888483208033e-13,0,PDGFC
TRIB3,2.67913609073469e-16,0.336402600475535,0.723,0.587,5.35827218146939e-13,0,TRIB3
DDB2,6.64121277003645e-16,0.328825873307333,0.684,0.554,1.32824255400729e-12,0,DDB2
ID1,6.782373890171e-16,0.927387682076304,0.576,0.549,1.3564747780342e-12,0,ID1
CACYBP,7.0176045768193e-16,0.137967961766839,0.982,0.95,1.40352091536386e-12,0,CACYBP
KIF18A,7.88125369290766e-16,0.197229575304051,0.763,0.686,1.57625073858153e-12,0,KIF18A
HCST,8.14408823524698e-16,0.203355772541572,0.81,0.769,1.6288176470494e-12,0,HCST
SMARCA1,1.13267753487236e-15,0.33735056678373,0.695,0.646,2.26535506974472e-12,0,SMARCA1
TMEM217,1.30185342690035e-15,0.859206710480594,0.434,0.242,2.60370685380071e-12,0,TMEM217
WDHD1,1.43465051600411e-15,0.229612030815009,0.731,0.697,2.86930103200823e-12,0,WDHD1
RNF5,1.45566454710954e-15,0.215240615525595,0.819,0.795,2.91132909421908e-12,0,RNF5
SCAPER,1.46237056348513e-15,0.306966612069358,0.717,0.677,2.92474112697025e-12,0,SCAPER
AC008883.3,1.52141509189993e-15,1.90651624834242,0.396,0.31,3.04283018379986e-12,0,AC008883.3
PHF19,1.58853972252082e-15,0.260343933940259,0.826,0.788,3.17707944504165e-12,0,PHF19
GABPB2,1.70959424093908e-15,0.575254921500322,0.545,0.513,3.41918848187816e-12,0,GABPB2
AC078909.1,2.23817573152896e-15,0.276015390590365,0.122,0.293,4.47635146305792e-12,0,AC078909.1
MYCN,2.43283275513217e-15,0.30329854575018,0.769,0.718,4.86566551026435e-12,0,MYCN
PDIA6,3.22506467836471e-15,0.132027150974547,0.976,0.933,6.45012935672942e-12,0,PDIA6
LRRFIP2,3.83827124518465e-15,0.226207623924988,0.768,0.71,7.6765424903693e-12,0,LRRFIP2
WDR76,4.25453830420026e-15,0.196585136663969,0.766,0.702,8.50907660840052e-12,0,WDR76
PSAT1,4.36061279664956e-15,0.233516463542611,0.953,0.878,8.72122559329912e-12,0,PSAT1
TMEM156,6.86165725503786e-15,0.359116893531962,0.141,0.158,1.37233145100757e-11,0,TMEM156
BORA,2.02844255929352e-14,0.213008831716843,0.682,0.657,4.05688511858703e-11,0,BORA
EMP1,2.13685176428583e-14,0.250546410475925,0.214,0.289,4.27370352857165e-11,0,EMP1
AC022239.1,2.81827640236194e-14,0.541385725253629,0.408,0.268,5.63655280472388e-11,0,AC022239.1
CD28,2.93769805830961e-14,0.211099357695197,0.84,0.814,5.87539611661922e-11,0,CD28
GZMA,3.00645108167717e-14,0.276719530489934,0.758,0.72,6.01290216335435e-11,0,GZMA
SMPD3,3.18957480371629e-14,0.375729135861557,0.317,0.166,6.37914960743258e-11,0,SMPD3
SLC39A10,4.70453136043474e-14,0.211717950022657,0.761,0.707,9.40906272086948e-11,0,SLC39A10
HMGB1P14,5.21295392987887e-14,0.464531790643155,0.101,0.103,1.04259078597577e-10,0,HMGB1P14
SBF2,6.26047212213839e-14,0.319291587224923,0.552,0.431,1.25209442442768e-10,0,SBF2
GALNT6,7.16827514598054e-14,0.31709799941979,0.678,0.645,1.43365502919611e-10,0,GALNT6
PRDM6,7.96465546591561e-14,1.00721390785083,0.195,0.309,1.59293109318312e-10,0,PRDM6
BRIP1,8.42824206666524e-14,0.344954357527218,0.693,0.64,1.68564841333305e-10,0,BRIP1
INO80,9.60196292480979e-14,0.223061940384374,0.731,0.668,1.92039258496196e-10,0,INO80
TPM4,1.00116370251829e-13,0.141118921622086,0.98,0.96,2.00232740503658e-10,0,TPM4
POLQ,1.09468981750139e-13,0.524878246917716,0.616,0.588,2.18937963500279e-10,0,POLQ
CCDC152,1.19755200880534e-13,0.264710716566774,0.684,0.65,2.39510401761068e-10,0,CCDC152
CPVL,2.10594881412487e-13,0.220066902787257,0.75,0.733,4.21189762824974e-10,0,CPVL
ZC3H6,2.69996192663439e-13,0.392694237783662,0.66,0.619,5.39992385326879e-10,0,ZC3H6
IER3,4.12332081698964e-13,0.296997923932857,0.684,0.555,8.24664163397928e-10,0,IER3
EPHB6,4.94605412702762e-13,0.187525231825563,0.818,0.777,9.89210825405524e-10,0,EPHB6
AL353579.1,5.8687203456939e-13,2.80020733268424,0.335,0.136,1.17374406913878e-09,0,AL353579.1
PKMYT1,8.72057857409701e-13,0.320744085675889,0.685,0.649,1.7441157148194e-09,0,PKMYT1
GRK3,8.76982724276413e-13,0.121507379187998,0.981,0.952,1.75396544855283e-09,0,GRK3
AC147067.1,9.49747259370922e-13,0.418929087089205,0.431,0.308,1.89949451874184e-09,0,AC147067.1
E2F7,9.99952372440111e-13,0.353498862851635,0.646,0.611,1.99990474488022e-09,0,E2F7
CRMP1,1.10840542710854e-12,1.45615607597199,0.136,0.091,2.21681085421708e-09,0,CRMP1
AC004080.4,1.17085012052556e-12,0.716236200666506,0.4,0.342,2.34170024105113e-09,0,AC004080.4
VMP1,1.29018543492803e-12,0.20523474722635,0.761,0.712,2.58037086985606e-09,0,VMP1
ANXA2,1.61675152312831e-12,0.177157687386916,0.894,0.845,3.23350304625663e-09,0,ANXA2
ID3,1.70415975868656e-12,0.311490132366122,0.753,0.708,3.40831951737312e-09,0,ID3
SMARCE1P1,1.72999043694236e-12,0.225130741131608,0.206,0.254,3.45998087388473e-09,0,SMARCE1P1
KLF6,1.74218371437202e-12,0.136383275231283,0.617,0.522,3.48436742874403e-09,0,KLF6
PDLIM3,2.56165745367252e-12,0.40089497489258,0.05,0.125,5.12331490734503e-09,0,PDLIM3
NIFK-AS1,2.730286658458e-12,0.198877490027079,0.642,0.602,5.460573316916e-09,0,NIFK-AS1
AL021368.3,3.31002910219459e-12,1.07399059820549,0.164,0.228,6.62005820438917e-09,0,AL021368.3
HHIP-AS1,4.68568391222469e-12,0.182725744718523,0.861,0.828,9.37136782444938e-09,0,HHIP-AS1
GIMAP4,6.54801529729656e-12,0.363792708295748,0.797,0.757,1.30960305945931e-08,0,GIMAP4
SATB1,8.08211941046739e-12,0.133054965106118,0.906,0.865,1.61642388209348e-08,0,SATB1
AC073046.4,9.50444898347654e-12,0.445147470591296,0.145,0.18,1.90088979669531e-08,0,AC073046.4
SPATA5,9.50715336462558e-12,0.461671626654208,0.619,0.597,1.90143067292512e-08,0,SPATA5
CLEC2B,1.06482434665877e-11,0.422030230193619,0.614,0.522,2.12964869331755e-08,0,CLEC2B
IGLL1,1.48515422898769e-11,0.263281759843193,0.929,0.894,2.97030845797538e-08,0,IGLL1
LINC00659,1.61362099013477e-11,0.276604209302032,0.452,0.279,3.22724198026953e-08,0,LINC00659
AC093484.2,1.73352848699677e-11,0.706138164107223,0.191,0.181,3.46705697399353e-08,0,AC093484.2
C6orf58,1.79286526672213e-11,0.82035178494798,0.214,0.159,3.58573053344425e-08,0,C6orf58
SMC6,2.41764041134906e-11,0.130231646666574,0.854,0.795,4.83528082269812e-08,0,SMC6
EMC9,2.97290610037257e-11,0.200168122986954,0.754,0.695,5.94581220074514e-08,0,EMC9
AC104806.2,3.10684918422133e-11,0.205127519744595,0.165,0.101,6.21369836844266e-08,0,AC104806.2
GAS6,3.41474333354104e-11,2.90675627740256,0.117,0.083,6.82948666708208e-08,0,GAS6
TEX19,4.2244565499228e-11,0.465486605978855,0.427,0.273,8.44891309984561e-08,0,TEX19
PKIG,4.86217729868934e-11,0.176295442607856,0.713,0.648,9.72435459737867e-08,0,PKIG
ZFAND2A,4.99226169103508e-11,0.263504981297053,0.721,0.701,9.98452338207017e-08,0,ZFAND2A
FAM89A,8.1535096880468e-11,0.213821169831166,0.769,0.706,1.63070193760936e-07,0,FAM89A
ACTN1,8.48463885680737e-11,0.117585721067308,0.874,0.826,1.69692777136147e-07,0,ACTN1
XAF1,9.54873440844313e-11,0.17894727335904,0.713,0.7,1.90974688168863e-07,0,XAF1
GM2A,1.01608877085159e-10,0.224152884062197,0.593,0.464,2.03217754170318e-07,0,GM2A
APOBEC3B,1.23441009128124e-10,0.697810785289083,0.37,0.244,2.46882018256247e-07,0,APOBEC3B
CENPJ,1.3152871067497e-10,0.214177265717695,0.716,0.699,2.63057421349939e-07,0,CENPJ
SMIM3,1.61960623962896e-10,0.201755326711015,0.677,0.539,3.23921247925792e-07,0,SMIM3
AC139493.2,1.65632886565357e-10,0.754746774641013,0.155,0.208,3.31265773130714e-07,0,AC139493.2
LINC02694,1.71231041792428e-10,1.66935138214381,0.178,0.139,3.42462083584857e-07,0,LINC02694
ENO2,1.74226352061493e-10,0.151445336123301,0.829,0.782,3.48452704122985e-07,0,ENO2
MCM10,1.84661796809054e-10,0.144936476390523,0.72,0.685,3.69323593618107e-07,0,MCM10
AARD,2.35126100810032e-10,0.130246930921044,0.53,0.378,4.70252201620063e-07,0,AARD
AC051619.5,2.37799410105976e-10,0.249460961385215,0.243,0.267,4.75598820211952e-07,0,AC051619.5
MYEF2,3.47980957097914e-10,0.125663112981459,0.821,0.773,6.95961914195829e-07,0,MYEF2
TRAF3IP2,4.17950671861075e-10,0.161254854126106,0.577,0.421,8.35901343722151e-07,0,TRAF3IP2
AC008629.1,4.24248287117743e-10,0.678470794241397,0.216,0.192,8.48496574235486e-07,0,AC008629.1
CCDC192,5.09798759801241e-10,0.410276609867834,0.419,0.255,1.01959751960248e-06,0,CCDC192
ERC1,6.38050680231385e-10,0.285216835745337,0.661,0.614,1.27610136046277e-06,0,ERC1
CEP162,6.47322275525675e-10,0.326586436551579,0.645,0.597,1.29464455105135e-06,0,CEP162
CEP350,6.4854123066029e-10,0.159843948924895,0.83,0.785,1.29708246132058e-06,0,CEP350
LINC01307,6.54098163866435e-10,0.215984816991428,0.213,0.239,1.30819632773287e-06,0,LINC01307
KIAA1109,7.34672211919825e-10,0.189129356849369,0.651,0.59,1.46934442383965e-06,0,KIAA1109
PSMB9,7.66792555578253e-10,0.308565577697729,0.661,0.642,1.53358511115651e-06,0,PSMB9
CYTOR,8.95687050165042e-10,0.406217776525652,0.509,0.461,1.79137410033008e-06,0,CYTOR
DIAPH3,9.33486290616895e-10,0.738868542682063,0.533,0.515,1.86697258123379e-06,0,DIAPH3
AC090152.1,1.01140626723262e-09,0.204643808682027,0.692,0.695,2.02281253446524e-06,0,AC090152.1
CSTA,1.09563582933286e-09,0.3024326184053,0.239,0.391,2.19127165866573e-06,0,CSTA
POLA1,1.19308535273766e-09,0.290569672871263,0.647,0.624,2.38617070547532e-06,0,POLA1
MBP,1.4224233893686e-09,0.166560334841118,0.86,0.83,2.84484677873721e-06,0,MBP
CTSG,1.96049775502623e-09,0.189206531376448,0.789,0.767,3.92099551005247e-06,0,CTSG
PSIP1,2.27394872967112e-09,0.114509323534076,0.972,0.915,4.54789745934223e-06,0,PSIP1
AC079601.1,2.28827934810316e-09,0.713794410570152,0.193,0.142,4.57655869620631e-06,0,AC079601.1
SRD5A3,2.48444263971701e-09,0.126780260518305,0.852,0.811,4.96888527943402e-06,0,SRD5A3
CD69,3.07987185623205e-09,0.310278323580917,0.566,0.429,6.1597437124641e-06,0,CD69
PSMC3IP,3.44931185391836e-09,0.188197734728589,0.737,0.691,6.89862370783673e-06,0,PSMC3IP
KIAA1549,3.55303819835845e-09,0.13790342471479,0.752,0.724,7.10607639671691e-06,0,KIAA1549
OLAH,3.75984100859317e-09,0.920065565316221,0.187,0.223,7.51968201718633e-06,0,OLAH
LINC01949,5.63583794614401e-09,1.1117518065755,0.387,0.258,1.1271675892288e-05,0,LINC01949
DOCK5,5.82200627565881e-09,0.339544501962799,0.318,0.506,1.16440125513176e-05,0,DOCK5
MYO7B,1.16180355195401e-08,0.1618419284122,0.81,0.764,2.32360710390801e-05,0,MYO7B
AC010491.1,1.16835336422258e-08,0.107894727553185,0.552,0.516,2.33670672844517e-05,0,AC010491.1
DSTYK,1.30082413569102e-08,0.419462810856346,0.589,0.591,2.60164827138204e-05,0,DSTYK
HTR2B,1.3566690402134e-08,0.30510601769705,0.267,0.36,2.7133380804268e-05,0,HTR2B
SLCO3A1,1.53681646385365e-08,0.436413999449357,0.604,0.593,3.07363292770731e-05,0,SLCO3A1
GPR84,1.8088482543516e-08,0.601709245522426,0.464,0.331,3.61769650870319e-05,0,GPR84
IFI35,2.39487286975548e-08,0.801969475416388,0.379,0.268,4.78974573951096e-05,0,IFI35
E2F8,3.01753431358308e-08,0.476731604917336,0.574,0.577,6.03506862716616e-05,0,E2F8
HOTAIR,3.66521128284861e-08,0.151564968453722,0.353,0.486,7.33042256569723e-05,0,HOTAIR
LIMA1,3.69606887199034e-08,0.196277175171301,0.661,0.607,7.39213774398067e-05,0,LIMA1
ROR1,3.71134640206347e-08,0.555576021349264,0.303,0.193,7.42269280412694e-05,0,ROR1
FABP6,4.41178524930381e-08,0.270773360191534,0.383,0.264,8.82357049860762e-05,0,FABP6
ZNF469,4.65492192444994e-08,0.766389125549344,0.201,0.237,9.30984384889988e-05,0,ZNF469
TCEAL9,5.71848223053602e-08,0.140406606183903,0.349,0.227,0.00011436964461072,0,TCEAL9
MTTP,5.77520871676627e-08,1.67458180956986,0.248,0.114,0.000115504174335325,0,MTTP
AC007292.2,6.31843913606712e-08,2.54053327336188,0.066,0.091,0.000126368782721342,0,AC007292.2
PCGF5,1.00909964538116e-07,0.149038233828551,0.847,0.812,0.000201819929076232,0,PCGF5
ZFP36,1.18513683541662e-07,0.191554134286923,0.441,0.312,0.000237027367083324,0,ZFP36
